,Topic,Probability,Document
467,-1,0.6322278360109508,"Adela Quested is sailing from England to British Raj India with Mrs. Moore, the mother of her intended bridegroom, Ronny Heaslop, Mrs. Moore's son from her first marriage. Heaslop is the City magistrate in Chandrapore, and Adela intends to see if she can make a go of it."
468,-1,0.1948979299061162,"After hearing the prophecy of a Hebrew deliverer, Pharaoh Rameses I of Egypt orders the death of all newborn Hebrew males. Yochabel saves her infant son by setting him adrift in a basket on the Nile. Bithiah, the Pharaoh Rameses's recently widowed daughter (and sister of the future Pharaoh Seti I), finds the basket and decides to adopt the boy, even though her servant, Memnet, recognizes that the child is Hebrew. Bithiah names the baby Moses."
469,0,0.27694112116237457,"Alfie Elkins, a handsome, self-centered, narcissistic Cockney chauffeur in London, enjoys the sexual favours of married and single women while avoiding commitment. He is ending an affair with Siddie, a married woman, just as he gets his submissive girlfriend, Gilda, pregnant. Alfie thinks nothing of pilfering fuel and money from his employer and tells Gilda to do the same. Although he refuses to marry her, and despite his constant cheating, Gilda decides to have the child, Malcolm Alfred, and keep him rather than give him up."
470,-1,0.1890129232274732,"Father Charles ""Chuck"" O'Malley  (Bing Crosby), an incoming priest from East St. Louis, is transferred to St. Dominic's Church in New York City."
471,5,1.0,"Shot in a docudrama style (with captions identifying the different participants), the film opens in the days leading up to D-Day, depicting events on both sides of the English Channel. There is disagreement within the German High Command as to where the Allies will land and how the Wehrmacht should respond, but the threat is not perceived to be imminent, given the stormy weather. On June 5, 1944, not wanting to keep his forces waiting any longer, Gen. Dwight D. Eisenhower, Supreme Commander of SHAEF, makes the decision to go ahead with plans to invade France through Normandy the following day after receiving a somewhat hopeful weather report."
472,1,0.40597316975759645,"Hal Philip Walker, Replacement Party candidate in the 1976 United States presidential election, arrives in Nashville for a fundraising gala. Meanwhile, two recording sessions are taking place in a nearby studio: in one room, country superstar Haven Hamilton records a patriotic song commemorating the Bicentennial, while next door, Linnea Reese, a white gospel singer, records a song with the Jubilee Singers of historically black Fisk University. Opal, an Englishwoman who claims to be working on a documentary for the BBC (though she refers to the British Broadcasting Company), attempts to listen in on the sessions."
473,2,1.0,"In 1975, heavyweight boxing world champion Apollo Creed plans to hold a title bout in Philadelphia during the upcoming United States Bicentennial. However, he is informed five weeks from the fight date that his scheduled opponent is unable to compete due to an injured hand, and that all other potential replacements are either booked up or unable to get into shape in time. Having already invested heavily into the fight, Creed decides to give a local contender a chance to challenge him."
474,5,1.0,"On June 6, 1944, the U.S. Army lands at Omaha Beach as part of the Normandy invasion, incurring major losses against the artillery and machine gun fire of the heavily fortified German forces. Initially dazed by the chaotic battle, 2nd Ranger Battalion Captain John H. Miller takes command of a surviving group and leads a successful infiltration behind German lines to secure victory."
475,-1,0.6305836206486479,"Ryan Bingham works for an American human resources consultancy firm specializing in employment-termination assistance. His work constantly takes him around the country, conducting company layoffs on behalf of employers. Ryan also gives motivational speeches, using the analogy, ""What's in Your Backpack?"" to extol living free of burdensome relationships and material possessions. A frequent flyer, Ryan aspires to earn ten million frequent flyer miles with American Airlines. While traveling, Ryan meets a woman named Alex, a professional who also flies frequently. They begin a casual relationship, meeting up in various cities as their respective schedules allow."
476,4,0.0983031037916673,"In the 1750s, Jesuit priest Father Gabriel enters the eastern Paraguayan jungle to convert the Guaraní to Christianity. He sends a priest to make contact with them, but they tie the priest to a cross and send him to his death over the Iguazu Falls. Father Gabriel travels to the falls and plays his oboe. One of the Guaraní breaks the oboe. Father Gabriel does not react, and the remaining Guaraní, captivated by the music, take him to their village."
477,7,0.6607327533462068,"In 1912, a bay Irish Hunter is born in Devon, England. At an auction, farmer Ted Narracott outbids his landlord Lyons for the colt, to the dismay of his wife Rose, because the family needs a working horse that can plough the field, not an Irish Hunter. Their son Albert, accompanied by his best friend Andrew, names the colt Joey, and teaches him to come when he imitates an owl's call. The pair form a close bond. Against all odds, the horse and boy plough a rocky field, which lets them grow turnips and thus saving the family's farm."
478,2,1.0,"Skippy (Jackie Cooper) is the feisty son of the strict Dr. Herbert Skinner (Willard Robertson) and his wife Ellen (Enid Bennett). Skinner forbids his son Skippy to play in the pauperized Shantytown, because of the unhygienic and criminal surroundings there. But Skippy and his friend Sidney (Jackie Searl) still go to Shantytown where Skippy meets a new boy named Sooky (Robert Coogan, Jackie Coogan's little brother). He saves the small boy Sooky from the much bigger bully Harley Nubbins (Donald Haines). Skippy and Sooky become friends. One day, Harley accidentally breaks the windshield of his father's car with Skippy's yo-yo. Harley, who has a very aggressive and brute father, blames it on Skippy and Sooky. Mr. Nubbins (Jack Rube Clifford), who works as a dogcatcher, takes Sooky's dog and demands that they pay him for the damages if they want their dog back. The boys gather three dollars by breaking Skippy's savings bank, but Mr. Nubbins accepts it only for his windshield. He gives them three days to get another three dollars for a dog license, and he threatens that he'll kill their dog if they don't get the money."
479,4,1.0,"The film jumps between various sections of Bruce's life, including scenes of when he was in his prime, and the burned-out, strung-out performer who, in the twilight of his life, used his nightclub act to pour out his personal frustrations. We watch as up-and-coming Bruce courts his ""Shiksa goddess"", a stripper named Honey. With family responsibilities, Lenny is encouraged to do a ""safe"" act, but he cannot do it. Constantly in trouble for flouting obscenity laws, Lenny develops a near-messianic complex that fuels both his comedy genius and his talent for self-destruction. Worn out by a lifetime of tilting at establishment windmills, Lenny Bruce dies of a morphine overdose in 1966."
480,6,1.0,"The Space Shuttle Explorer, commanded by veteran astronaut Matthew ""Matt"" Kowalski, is in Earth orbit to service the Hubble Space Telescope (HST). Dr. Ryan Stone is aboard on her first space mission, to perform a set of hardware upgrades on the Hubble. During a spacewalk, Mission Control in Houston warns Explorer's crew about a rapidly expanding cloud of space debris accidentally caused by the Russians having shot down a presumed defunct spy satellite (see Kessler syndrome) and orders the crew to return to Earth immediately. Communication with Mission Control is lost shortly after as more communication satellites are disabled by debris."
481,-1,0.6265145975064308,"An idealistic young medical student, Martin Arrowsmith, introduces himself assertively to Dr. Max Gottlieb, a noted bacteriologist. Though Gottlieb deems Arrowsmith not yet ready to study with him, he is impressed by the young man's determination and honest self-appraisal, and encourages him to take the standard course of study first. When Arrowsmith graduates, Gottlieb offers him a position as his research assistant, but the young man reluctantly turns him down, having fallen in love with a nurse, Leora. He would be unable to support her on a research assistant's meager salary. He marries, and the couple sets off for Leora's rural home town in South Dakota."
482,3,0.22651643422350454,"Bishop Henry Brougham (David Niven), having difficulties funding the building of a new cathedral, prays for divine guidance. His plea is seemingly answered by a suave angel named Dudley (Cary Grant), who reveals his identity only to the clergyman."
483,3,1.0,"After the Battle of Pharsalus in 48 BC, Julius Caesar goes to Egypt, under the pretext of being named the executor of the will of the father of the young Pharaoh Ptolemy XIII and his older sister and co-ruler, Cleopatra. Ptolemy and Cleopatra are in the midst of their own civil war, and she has been driven out of the city of Alexandria. Ptolemy rules alone under the care of his three ""guardians"": the chief eunuch Pothinus, his tutor Theodotus and General Achillas."
484,6,1.0,"Broadcast journalist Edward R. Murrow presents an onscreen prologue, featuring footage from A Trip to the Moon (1902) by Georges Méliès, explaining that it is based loosely on the book From the Earth to the Moon by Jules Verne. Also included is the launching of an unmanned rocket and footage of the earth receding."
485,-1,0.6686664770992449,"20-year-old Will Hunting of South Boston is a self-taught math genius who was recently paroled from jail. He works as a janitor at MIT and spends his free time drinking with his friends Chuckie, Billy and Morgan. "
486,3,0.19239219565196597,"In 1280, Edward I of England, known as ""Longshanks"", conquers Scotland following the death of the Scots' king, who left no heir. Young William Wallace witnesses Longshanks' execution of several Scottish nobles, then loses his father and brother when they resist the English. He is taken on by his paternal uncle, who educates him."
487,0,0.5535907208860562,"Serafina Delle Rose (Anna Magnani), a Sicilian seamstress, living in a community in proximity to the Gulf of Mexico, fiercely proud of and loyal to her truck-driving husband Rosario, is pregnant with her second child. While he is sleeping, Estelle (Virginia Grey) asks Serafina to make a shirt for her lover from some expensive silk material; Serafina does not know that the lover is Rosario, and that earlier that afternoon, Estelle got a tattoo of a rose on her chest to match Rosario's."
488,5,1.0,"During the First World War, two French aviators of the Service Aéronautique, the aristocratic Captain de Boëldieu and the working-class Lieutenant Maréchal, set out to investigate a blurred spot found on reconnaissance photographs. They are shot down by German flying ace and aristocrat, Rittmeister von Rauffenstein, and both are taken prisoner by the Imperial German Army. Upon returning to the aerodrome, Rauffenstein sends a subordinate to find out if the aviators are officers and, if so, to invite them to lunch. During the meal, Rauffenstein and Boëldieu discover they have mutual acquaintances—a depiction of the familiarity, if not solidarity, within the upper classes that crosses national boundaries."
489,6,0.05640173706160052,"Evelyn Quan Wang is a middle-aged Chinese immigrant who runs a laundromat with her husband, Waymond.  Two decades earlier, they eloped to the United States and had a daughter, Joy. In the present day, the laundromat is being audited by the IRS. Waymond is trying to serve Evelyn divorce papers in an attempt to get her attention so they can talk about their marriage.  Evelyn's demanding father (referred to as Gong Gong, Cantonese for ""grandfather"") is visiting for her Chinese New Year party. Joy is dealing with depression, and has had a strained relationship with her mother, which includes Evelyn's reluctance to accept Joy's relationship with her non-Chinese girlfriend Becky."
490,2,1.0,"Sheryl Hoover is an overworked mother of two living in Albuquerque, New Mexico. Her gay brother, Frank, an unemployed scholar of Proust, is temporarily living with the family after having attempted suicide. Sheryl's husband Richard is striving to build a career as a motivational speaker and life coach. Dwayne, Sheryl's Nietzsche-reading teenage son from a previous marriage, has taken a vow of silence until he can accomplish his dream of becoming a fighter pilot. Richard's foul-mouthed father, Edwin, lives with the family after being evicted from a retirement home for snorting heroin. Olive, the daughter of Richard and Sheryl and the youngest of the Hoover family, is an aspiring beauty queen who is coached by Edwin."
491,-1,0.6591754898776307,"The Kim family lives in a semi-basement flat (banjiha) in Seoul, have low-income jobs, and struggle for money. Min-hyuk, a university student, gives the family a scholar's rock meant to promise wealth. Leaving to study abroad, he suggests that the Kims' son, Ki-woo, pose as a university student to take over his job as an English language tutor for Da-hye, the daughter of the rich Park family. After his sister Ki-jung helps create a false certificate for him in Photoshop, Ki-woo, posing as a Yonsei University student, is hired by the Parks."
492,0,1.0,"Anne visits her father Anthony in his flat after he has driven away the latest of several caregivers. He has dementia and constantly forgets important life events and where things are around his flat, including his watch. He tells Anne he believes his caregiver stole his watch and that he will never move out of his flat. She tells Anthony she is moving to Paris to be with a man, which confuses Anthony since he does not recall any men in her life since the end of her marriage to James. Anne says that if he keeps refusing to have a caregiver, she will have to move him into a nursing home."
493,0,1.0,"Kay Miniver lives a comfortable life in Belham, a fictional village outside London. Her devoted husband, Clem, is an architect. They have three children: the youngsters, Toby and Judy, and an older son, Vin, a student at Oxford University."
494,0,0.3146514097884148,"An American dancer, Jerry Travers comes to London to star in a show produced by the bumbling Horace Hardwick. While practicing a tap dance routine in his hotel bedroom, he awakens Dale Tremont on the floor below. She storms upstairs to complain, whereupon Jerry falls hopelessly in love with her and proceeds to pursue her all over London."
495,0,1.0,"In 1903, following the dismal reception of his latest play, Little Mary, Sir James Matthew Barrie meets the widowed Sylvia and her four young sons (George, Jack, Peter and Michael) in Kensington Gardens, and a strong, close friendship develops among them. He proves to be a great playmate and surrogate father figure for the boys, and their imaginative antics give him ideas that he incorporates into a play about boys who do not want to grow up, especially one named after troubled young Peter Llewelyn Davies."
496,8,1.0,"In 1944 during World War II, Vernon Waters, a master sergeant in a company of Black soldiers, is shot to death with a .45 caliber pistol outside Fort Neal, a segregated Army base in Louisiana. Captain Richard Davenport, a Black officer from the Judge Advocate General's Corps, is sent to investigate, against the wishes of commanding officer Colonel Nivens. Most assume Waters was killed by the local Ku Klux Klan, but others are doubtful."
497,-1,0.6190185721842655,"Oliver Barrett IV, heir of a old money East Coast White Anglo-Saxon Protestant family, attends Harvard College where he plays ice hockey. He meets Jennifer ""Jenny"" Cavilleri, a quick-witted, working-class Radcliffe College student of classical music; they fall in love despite their differences. Oliver's father drives a long distance to Ithaca, New York, to see his son's hockey game vs. Cornell for the All-Ivy title. Barrett is suspended from the game for fighting and Harvard loses to Cornell, 4–3. Oliver turns down his father's offer of a steak dinner and help in getting into Harvard Law School."
498,2,1.0,"In 1969, Dr. Malcolm Sayer is a dedicated and caring physician at a local hospital in the Bronx borough of New York City. After working extensively with the catatonic patients who survived the 1919–1930 epidemic of encephalitis lethargica, Sayer discovers that certain stimuli will reach beyond the patients' respective catatonic states; actions, such as catching a ball, hearing familiar music, being called by their name, and enjoying human touch, all have unique effects on particular patients and offer a glimpse into their worlds. Patient Leonard Lowe seems to remain unmoved, but Sayer learns that Leonard is able to communicate with him by using a Ouija board."
499,0,0.37705006196480617,"In Edwardian Britain, Helen Schlegel becomes engaged to Paul Wilcox during a moment of passion, while staying at the Wilcox family's country home, Howards End. The Schlegels are an intellectual family of Anglo-German bourgeoisie, while the Wilcoxes are conservative and wealthy, led by hard-headed businessman Henry. Helen and Paul quickly decide against the engagement, but she has already sent a telegram informing her sister Margaret, leading to an uproar when the sisters' Aunt Juley arrives and causes a scene."
500,-1,0.6124979205410777,"On the morning of Labor Day 1955, a freight train brings vagrant Hal Carter to a Kansas town to visit his fraternity friend Alan Benson. While he stays with kind Helen Potts, he also meets Alan's girlfriend Madge Owens, her sister Millie, and their mother. Alan is happy to see the ""same old Hal"" and shows him his family's sprawling grain-elevator operations. He promises Hal a steady job as a ""wheat scooper"" and invites him to attend the town's Labor Day picnic."
501,-1,0.2058747031334437,"After being released from prison, Tom Joad hitchhikes his way to his share-cropper parents' farm in Oklahoma. He comes upon Jim Casy, an itinerant man sitting under a tree by the roadside. Tom remembers Casy as the preacher who baptized him, but Casy has ""lost the spirit"" and his faith. Casy goes with Tom to the Joad property. It is deserted but they find neighbor Muley Graves, who is hiding out there. In a flashback, he describes how the local farmers were forced from their farms by the land deedholders, who knocked down their houses with tractors. Tom soon reunites with the family at his uncle's house. The Joads are migrating with other evicted families to the promised land of California. They pack everything into a dilapidated car adapted to serve as a truck to make the long journey. Casy decides to accompany them."
502,3,1.0,"Roman tribune Marcellus Gallio, on the way to a gladiator auction, helps catch runaway defiant Greek slave Demetrius, then at the auction site is reunited with childhood love Diana (now ward of Emperor Tiberius), who has been pledged in marriage to the regent Caligula, with whom Marcellus has a longstanding feud. Marcellus outbids Caligula in an auction for Demetrius, whom Marcellus wins and sets free, yet Demetrius remains honor bound to Marcellus and becomes his household servant. That evening, Caligula vengefully assigns Marcellus a military transfer to Jerusalem; before Marcellus leaves, he and Diana pledge their love and reaffirm their promise from youth to one day marry, as Diana will not allow her marriage to Caligula."
503,0,0.22678376047602877,"Katherine Goble works at the West Area of Langley Research Center in Hampton, Virginia, in 1961, alongside her colleagues Mary Jackson and Dorothy Vaughan, as lowly ""computers"", performing math calculations without being told what they are for. All of them are African-American women; the unit is segregated by race and sex. White supervisor Vivian Mitchell assigns Katherine to assist Al Harrison's Space Task Group, given her skills in analytic geometry. She becomes the first Black woman on the team; head engineer Paul Stafford is especially dismissive."
504,1,1.0,"Chicago Police Department officer James ""Mac"" McQuigg tries to keep the peace in Chicago during the Prohibition gang wars but is hampered by massive corruption. After a shootout McQuigg manages to arrest mob boss Nick Scarsi's henchman Spike Corcoran, the political boss ""The Old Man"" arranges to have all charges dropped. After a birthday party for Nick Scarsi's younger brother Joe Scarsi ends in a shootout in which Nick Scarsi kills Corcoran, McQuigg arrests Nick Scarsi for murder but is forced to release him after being unable to find the murder weapon."
505,9,1.0,"Max Rockatansky, a survivor haunted by memories of all the people he failed to protect, is captured and taken to warlord Immortan Joe's Citadel. There, Max is imprisoned and used as a ""blood bag"" for Nux, a sick War Boy. Meanwhile, Imperator Furiosa, one of Joe's lieutenants, is sent in the armoured ""War Rig"" to trade produce for petrol and ammunition with two of Joe's allies, the Bullet Farmer and the People Eater. When Joe realises his five wives are fleeing in the Rig, he leads his army in pursuit of Furiosa, calling on the aid of Gas Town and the Bullet Farm."
506,-1,0.6036172473098854,"In 1931 Berlin, a young, openly promiscuous American Sally Bowles performs at the Kit Kat Klub. A new British arrival in the city, Brian Roberts, moves into the boarding house where Sally lives. A reserved academic and writer, Brian must give English lessons to earn a living while completing his doctorate. Sally tries to seduce Brian, but he tells her that on three previous occasions he has tried to have sexual relationships with women, all of which failed. They become friends, and Brian witnesses Sally's bohemian life in the last days of the Weimar Republic. When Brian consoles Sally after her father cancels his meeting with her, they become lovers, concluding that his previous failures with women were because they were ""the wrong three girls""."
507,-1,0.6061294239250316,"In 1880, in Big Whiskey, Wyoming, a cowboy—Quick Mike—slashes prostitute Delilah Fitzgerald's face with a knife, permanently disfiguring her, after she laughs at his small penis. As punishment, sheriff ""Little Bill"" Daggett orders Mike and his associate who was with him at the brothel, Davey Bunting, to turn over several of their horses to Delilah's employer, Skinny DuBois, for his loss of revenue. Outraged, the prostitutes offer a $1,000 bounty for the cowboys' deaths."
508,1,0.6555911530597114,"In New York City in 1957, two teenage gangs compete for control on the Upper West Side. The Jets, a group of whites led by Riff, brawl with the Sharks, Puerto Ricans led by Bernardo. Lieutenant Schrank and Officer Krupke arrive and break it up. The Jets challenge the Sharks to a rumble to be held after an upcoming dance."
509,4,1.0,"On 25 Oct 1958, at a gathering entitled  'A Salute to Edward R Murrow', Ed Murrow delivers a speech where he mentions Senator McCarthy among others.  The film then reverts to October 14, 1953, in the CBS Studios, with on-screen titles explaining that McCarthy has claimed that there are over 200 Communists in the US government.  "
510,4,0.6648451962413545,"The film begins 20 years into King Henry VIII's reign. In May 1536, in the immediate aftermath of the execution of his second wife Anne Boleyn, Henry marries Jane Seymour, who dies in childbirth 18 months later. He then weds a German princess, Anne of Cleves. This marriage ends in divorce after Anne deliberately makes herself unattractive so that she may be free to marry her sweetheart. Henry next marries the beautiful and ambitious Lady Katherine Howard. She has rejected love all of her life in favour of ambition, but after her marriage, she falls in love with Henry's handsome courtier Thomas Culpeper, who had attempted to woo her in the past. Their liaison is discovered by Henry's court and the two are executed. The weak and aging Henry consoles himself with a final marriage to Catherine Parr, who proves domineering. In the final scene, while Parr is no longer in the room, the king breaks the fourth wall, saying ""Six wives, and the best of them's the worst."""
511,0,0.31816852709270754,"In 1890 Paris, crowds pour into the Moulin Rouge nightclub as artist Henri de Toulouse-Lautrec finishes a bottle of cognac while sketching the club's dancers. The club's regulars arrive: singer Jane Avril teases Henri charmingly, dancers La Goulue and Aicha fight, and owner Maurice Joyant offers Henri free drinks for a month in exchange for painting a promotional poster. At closing time, Henri waits for the crowds to disperse before standing to reveal his four-foot six-inch stature. A flashback reveals that, as a boy, Henri fell down a flight of stairs and injured his legs, which never healed properly due to a genetic disorder (his aristocrat parents were first cousins), leading him to devote himself to art. "
512,9,1.0,"On May 11, 1941, boxer and amateur pilot Joe Pendleton, affectionately known as ""the Flying Pug"", flies his small aircraft to his next fight in New York City, but crashes when a control cable severs. His soul is retrieved by 7013, an officious angel who assumed that Joe could not have survived. Joe's manager, Max ""Pop"" Corkle, has his body cremated. In the afterlife, the records show his death was a mistake; he was supposed to live for 50 more years. The angel's superior, Mr. Jordan, confirms this, but since there is no more body, Joe will have to take over a newly dead corpse. Jordan explains that a body is just something that is worn, like an overcoat; inside, Joe will still be himself. Joe insists that it be someone in good physical shape, because he wants to continue his boxing career."
513,4,0.32301290005016803,"The film covers the years 1529 to 1535, during the reign of Henry VIII."
514,0,0.34521778962713273,"In 1938, handsome, irresponsible playboy Johnnie Aysgarth meets bespectacled Lina McLaidlaw on a train in England and later persuades her to take a walk with him. She is defensive and suspects his motives; he insults her in a ploy to create familiarity. But later, at a window, she overhears her parents talking about her. They assume she will never marry, and hurt by this she kisses Johnnie."
515,-1,0.7098655695962613,"In 1874, Disraeli's ambitious foreign policy, aimed at extending the British empire, is voted down by the House of Commons after a speech by his great rival, William Gladstone. Later, Disraeli receives the welcome news that the spendthrift Khedive of Egypt is in dire need of money and is willing to sell the controlling shares in the Suez Canal. The purchase of the canal would secure control of India, but Michael Probert, head of the Bank of England, makes it clear to Disraeli that he is vehemently opposed to any such plan. Disraeli then summons Hugh Myers, a leading Jewish banker."
516,4,1.0,"The film centers on the right-wing, military-dominated government of an unnamed Mediterranean state (based on Greece). The story begins with the closing moments of a rather dull government lecture on agricultural policy until the leader of the security police takes over the podium for an impassioned speech describing the government's program to combat leftism by using the metaphors ""a mildew of the mind"", an infiltration of ""isms"" and ""sunspots""."
517,4,0.09790530797118449,"In 1932, Christy Brown is born into a Dublin family of 15. Doctors discover he has severe cerebral palsy. Christy is unable to walk or talk. He is loved and supported by his family, especially his mother. One day, Christy's mother trips down the stairs while in labour and Christy was the only person home to see it. He alerted some neighbours to help. Christy's father had never believed Christy would amount to anything, but becomes proud after witnessing him use his left foot, the only body part he can fully control, to write the word ""mother"" on the floor with a piece of chalk."
518,-1,0.20169566525922145,"Guy Holden, a famous American dancer, is at a night club with his friend, scatterbrained lawyer, Egbert Fitzgerald, when they both realize that they have forgotten their wallets. After Guy dances for the audience to avoid washing dishes to work off the bill, Egbert discovers his wallet in a different pocket. "
519,0,0.29863206910754975,"Daniel ""Dan"" Gallagher is a successful and married lawyer from Manhattan. He meets Alexandra ""Alex"" Forrest, an editor for a publishing company. While his wife, Beth, and daughter, Ellen, are out of town for the weekend, Dan has an affair with Alex. Initially, it seems that both understand it to be just a fling, but Alex begins to cling to him."
520,2,1.0,"On Thursday, alcoholic New York writer Don Birnam is packing for a weekend vacation with his brother Wick. In spite of the fact that they are leaving mid-afternoon, when Don's girlfriend Helen drops by with gifts for him to enjoy over the weekend and reveals she has two tickets for a concert that afternoon, Don suggests that Wick attend with her; the brothers can then catch a later train. His motive is self-serving:  he has a bottle hanging by a rope outside the window and wants to retrieve it and secure it in his suitcase. Wick eventually discovers the bottle. Don claims to have forgotten it was there; Wick pours it down the drain. Now, knowing that all the liquor Don had hidden in the apartment has been disposed of, and believing he has no money for more, Helen and Wick go to the concert."
521,-1,0.6400061985685429,"In 1951, two policemen, Nock and Staehl, investigate the mathematician Alan Turing after an apparent break-in at his home. During his interrogation by Nock, Turing tells of his time working at Bletchley Park during the Second World War."
522,2,1.0,"Mac Sledge (Robert Duvall), a washed-up, alcoholic country singer, awakens at a run-down Texas roadside motel and gas station after a night of heavy drinking. He meets the owner, a young widow named Rosa Lee (Tess Harper), and offers to perform maintenance work at the motel in exchange for a room. Rosa, whose husband was killed in the Vietnam War, is raising her young son, Sonny (Allan Hubbard), on her own. She agrees to let Mac stay on condition that he does not drink while working. The two begin to develop feelings for each other, mostly during quiet evenings sitting alone and sharing parts of their life stories."
523,-1,0.18111135091917685,"In 2011, Fern loses her job after the US Gypsum plant in Empire, Nevada, shuts down; she had worked there for years along with her husband, who recently died. Fern sells most of her belongings and purchases a van to live in and travel the country searching for work. She takes a seasonal job at an Amazon fulfillment center through the winter."
524,0,0.27844915232002526,"Dorothy Haley and Edna Driggs are store models, first seen in bridal clothes at their job one afternoon. After work Dorothy fends off her boss, who wants to take her for a ride, by claiming to be married to a prizefighter. The girls then go to Coney Island. On the return steamboat trip, the women make a bet about attracting a certain man's attention, and Dorothy proceeds to annoy him by playing a ukulele. This man is Eddie Collins; after his initial grouchy reaction to the women, he slowly forms a connection with Dorothy and sees her home. Eddie works in a radio shop and dreams of having a shop on his own, for which he has been saving."
525,3,1.0,"In 1773, young Scottish woman Maria Bonnyfeather is the new bride of middle-aged Spanish Marquis Don Luis. The consummation of their marriage is postponed until he is cured of gout at a famous spa. Meanwhile, Maria's true love, Denis Moore, follows them and stays near their château. While the marquis is away taking the cure, they meet in the woods, and after three months Maria tells him she is carrying his child. The marquis returns home, cured, and Maria is horrified at what awaits her. The lovers plan to flee that night, but the marquis discovers Maria waiting for Denis. Don Luis takes her away, but Denis pursues them to an inn, where Don Luis kills him in a sword duel."
526,9,1.0,"The Jarretts are an upper-middle-class family in Lake Forest, a wealthy suburb north of Chicago. They are trying to return to normal life after experiencing the accidental death of their older teenage son, Buck, and the attempted suicide of their younger and surviving son, Conrad. Conrad has recently returned home after spending four months in a psychiatric hospital. He feels alienated from his friends and family and seeks help from a psychiatrist, Dr. Tyrone Berger, who discovers that Conrad was involved in the sailing accident that caused Buck's death. Conrad is now dealing with post-traumatic stress disorder and is seeking help to cope with his emotions."
527,7,1.0,"Shane, a laconic but skilled gunfighter with a mysterious past, rides into an isolated valley in the sparsely settled Wyoming Territory in 1889. A drifter, he is hired as a farmhand by hardscrabble rancher Joe Starrett, who is homesteading with his wife, Marian, and their young son, Joey. Starrett tells Shane that a war of intimidation is being waged on the valley's settlers. Though they have claimed their land legally under the Homestead Acts, a ruthless cattle baron, Rufus Ryker, has hired various rogues and henchmen to harass them and force them out of the valley. "
528,-1,0.6031334038172558,"In Stratford, Ontario, in 1904, William Spence (Fredric March), a medical student on the verge of becoming a doctor, receives ""The Call"" while passing a Methodist church one Sunday. His bride-to-be, Hope Morris (Martha Scott), accepts his decision to enter the ministry with a whole heart despite the disappointment of her prominent and affluent parents."
529,2,1.0,"Riggan Thomson is a faded actor famous for playing a superhero named Birdman in a film trilogy from 1989 to 1992. He is tormented by the mocking and critical internal voice of his past self as Birdman and frequently visualizes himself performing feats of levitation and telekinesis. Riggan is trying to regain recognition by writing, directing, and starring in a Broadway adaptation of Raymond Carver's short story ""What We Talk About When We Talk About Love"". However, the Birdman voice wants Riggan to return to blockbuster cinema and insists that he is essential to Riggan's identity."
530,0,1.0,"The Ambersons are by far the wealthiest family in their Midwestern city in the last few decades of the 19th century. As a young man, Eugene Morgan courts Isabel Amberson, but she rejects him after he publicly embarrasses her. She instead marries Wilbur Minafer, a passionless man she does not love, and spoils their child, George. The townspeople long to see George get his ""comeuppance."""
531,4,0.08905184433882622,"Set in the mid through late 19th century, the film depicts Émile Zola's early friendship with Post-Impressionist painter Paul Cézanne and his rise to fame through his prolific writing. It also explores his involvement late in the Dreyfus affair."
532,0,0.2931488174589053,"Ted, Jerry, Paul, and Dorothy are part of the New York in-crowd. Jerry's decision to marry Ted crushes Paul. He gets drunk and drives, causing an accident that leaves Dorothy's face disfigured. Out of guilt, Paul marries Dorothy. Ted and Jerry have been married for three years when, on the evening of their third anniversary, she discovers that he has had a brief affair with another woman. Ted tells Jerry it did not ""mean a thing"". Upset, and with Ted away on a business trip, Jerry spends the night with his best friend, Don. Upon Ted's return, she tells him that she ""balanced our accounts"", withholding Don's name."
533,4,0.10966201785305743,"In the winter of 1823, aged composer Antonio Salieri is committed to a psychiatric hospital after attempting suicide, during which his servants overhear him confess to murdering Wolfgang Amadeus Mozart. A young priest, Father Vogler, approaches Salieri and tells him to confess his sins and find God's peace. Salieri plays two of his own melodies for Vogler, who is unfamiliar with them, and then one of Mozart's, which the priest recognizes at once. Salieri begins his confession by saying that he idolized Mozart from childhood. Salieri recounts that he prayed to God that if He allowed Salieri to become a famous composer, he would—in return—promise his faithfulness, chastity and diligence. Soon after, his father, who had not been supportive of his musical desires, chokes on his food and dies and Salieri takes as a sign that God has accepted his vow. By 1774, Salieri had become court composer to Emperor Joseph II in Vienna."
534,1,1.0,"In 1980, hitman Anton Chigurh is arrested in Texas. He escapes by strangling the sheriff's deputy and steals a car by killing the driver with a captive bolt pistol. Meanwhile, Llewelyn Moss is hunting pronghorns in the desert. He comes across the aftermath of a drug deal gone wrong, finding several dead men, a wounded Mexican man begging for water, drugs in a truck, and a briefcase containing $2 million in cash. He takes the briefcase and returns home. Feeling guilty, he returns with water that night but finds the man has died. He looks up to the ridge and sees two men with guns who pursue him in a truck. He escapes into a river, shooting the men's dog as it chases him. "
535,1,0.24330268263940275,"In New York City, Travis Bickle takes a job as a night shift taxi driver to cope with his chronic insomnia and loneliness, frequenting adult movie theaters and keeping a diary in which he consciously attempts to include aphorisms such as ""you're only as healthy as you feel."" He becomes disgusted with the crime and urban decay that he witnesses in the city and dreams about ridding ""the scum off the streets."""
